Genus	Basepaws_WGS1_Kraken2.kreport	Basepaws_WGS2_Kraken2.kreport	Bristle1_Kraken2.kreport	Kean5_Kraken2.kreport	Kean6a_Kraken2.kreport	Kean6b_Kraken2.kreport	Nebula_lcWGS_Kraken2.kreport	Ombre5_Kraken2.kreport	Ombre6_Kraken2.kreport	PetQCheck1_Kraken2.kreport	PetQCheck2_Kraken2.kreport	PetQCheck3_Kraken2.kreport	PetQCheck4_Kraken2.kreport	Psomagen1a_Kraken2.kreport	Psomagen1b_Kraken2.kreport	Psomagen2_Kraken2.kreport	Psomagen3_Kraken2.kreport	Psomagen4_Kraken2.kreport	SequencingDotCom_WGS_Kraken2.kreport	thryve2_Kraken2.kreport	thryve3a_Kraken2.kreport	thryve3b_Kraken2.kreport	thryve4_Kraken2.kreport	uBiome_Fecal2013_Kraken2.kreport	uBiome_Fecal2014_Kraken2.kreport	uBiome_Fecal2019_Kraken2.kreport	uBiome_Oral2014_Kraken2.kreport	uBiome_Oral2019_Kraken2.kreport	Veritas_WGS_Kraken2.kreport
Intestinibaculum	168	1127	1	0	3	69	2	0	0	2	0	1	1	0	143	125	103	132	17	0	0	0	0	0	0	0	0	0	1
Longibaculum	106	1383	2	0	0	4025	0	0	0	0	0	0	0	0	6275	5918	9023	7420	9	0	0	0	0	0	0	0	0	0	3
Faecalitalea	67	1362	1	1	2	7517	1	0	0	4	1	2	3	1	5037	4867	8558	15625	47	0	0	0	0	0	0	0	0	0	1
Faecalibaculum	48	1276	0	22	214	176	0	0	2	2923	1465	1983	888	12	193	211	288	192	3	2	1	0	4	4	0	0	0	3	1
Ndongobacter	21	1683	2	0	0	112	0	0	0	1	0	0	0	0	47	55	93	151	14	0	0	0	0	1	0	0	0	0	13
Limnochorda	105	1134	0	0	3	70	0	0	0	0	0	0	0	0	83	79	182	127	6	0	0	0	0	0	0	0	0	0	2
Streptomyces	81264	397791	231	23	779	12334	253	0	10	2	0	3	0	17	8494	10943	16355	14773	5309	0	0	3	33	8	1	1	1	12	978
Kitasatospora	596	5038	4	0	0	153	5	0	0	0	0	0	0	0	116	146	176	358	126	0	0	0	0	0	0	0	0	0	42
Streptacidiphilus	134	956	2	0	0	21	1	0	0	0	0	0	0	0	17	29	44	169	22	0	0	0	0	0	0	0	0	0	2
Mycolicibacterium	10917	75412	49	0	3	1117	52	0	0	0	0	0	0	0	955	1107	1922	1816	2104	0	0	0	0	1	0	0	1	0	92
Mycobacterium	4294	73774	40	0	1	977	32	1	0	0	0	0	0	1	866	1035	1657	1390	1623	0	0	0	0	0	0	1	0	1	241
Mycobacteroides	488	10401	8	0	0	304	5	0	0	0	0	0	0	0	351	410	362	182	202	0	0	0	0	0	0	0	0	0	164
Mycolicibacter	301	6533	4	0	0	77	1	0	0	0	0	0	0	0	76	46	157	94	35	0	0	0	0	0	0	0	0	0	9
Hoyosella	104	4662	0	0	0	24	1	0	0	0	0	0	0	0	17	22	31	50	15	0	0	0	0	0	0	0	0	0	4
Mycolicibacillus	10	2057	0	0	0	7	0	0	0	0	0	0	0	0	15	18	18	21	6	0	0	0	0	0	0	0	0	0	3
Rhodococcus	2638	43161	26	4	43	870	41	0	1	0	0	0	1	3	697	764	1138	1081	592	0	0	1	0	0	1	11	0	2	83
Nocardia	1400	40776	16	2	9	526	17	0	2	0	0	0	0	3	343	495	1102	1025	444	0	0	1	1	3	0	0	1	7	177
Corynebacterium	3318	427540	608	95	18	1859	171	3	1	2	2	3	1	1	1507	2132	2665	3370	89954	0	0	0	1	86	61	997	230	8	181
Gordonia	1115	48052	17	0	0	272	19	0	0	0	0	0	0	0	199	240	449	313	198	0	0	0	0	0	0	0	0	0	11
Tsukamurella	249	6122	8	0	0	106	2	0	0	0	0	0	0	0	96	131	153	154	39	0	0	0	0	0	0	0	0	0	8
Dietzia	222	10489	2	3	13	89	3	0	0	0	0	1	0	5	71	71	107	247	141	0	0	0	0	0	0	0	0	0	13
Tomitella	84	3794	2	0	0	15	1	0	0	0	0	0	0	0	6	24	37	30	95	0	0	0	0	0	0	0	0	0	1
Lawsonella	19	2403	0	53	0	34	16	1	0	0	0	1	0	0	8	4	12	27	30	0	0	0	0	27	27	387	0	9	0
Segniliparus	66	690	0	0	0	28	0	0	0	0	0	0	0	0	12	12	32	25	50	0	0	0	0	0	0	0	0	0	2
Microbacterium	1517	67797	63	0	0	1043	57	0	0	0	0	0	1	0	805	887	1527	1552	885	0	0	0	0	0	0	0	0	0	42
Rathayibacter	692	17384	9	0	0	333	11	0	0	0	0	0	0	0	252	330	336	465	297	0	0	0	0	0	0	0	0	0	34
Agromyces	297	13595	1	0	0	145	9	0	0	0	0	0	0	0	123	130	260	264	138	0	0	0	0	0	0	0	0	0	16
Curtobacterium	284	7597	3	0	0	100	7	0	0	0	0	0	0	0	60	74	177	257	113	0	0	0	0	0	0	0	0	0	8
Clavibacter	214	6895	2	0	0	50	4	0	0	0	0	0	0	0	45	51	189	56	116	0	0	0	0	0	0	0	0	0	8
Leifsonia	206	13050	1	0	0	85	17	0	0	0	0	0	0	0	54	59	166	229	85	0	0	0	0	0	0	0	0	0	12
Cryobacterium	163	8423	3	0	0	116	4	0	0	0	0	0	0	0	82	120	168	143	86	0	0	0	0	0	0	0	0	0	6
Salinibacterium	155	5841	4	0	0	34	13	0	0	0	0	0	0	0	14	21	43	48	35	0	0	0	0	0	0	0	0	0	5
Plantibacter	140	3218	2	1	0	45	1	0	0	0	0	0	0	0	33	44	80	81	40	0	0	0	0	0	0	0	0	0	1
Agrococcus	117	6407	0	0	0	71	0	0	0	0	0	0	0	0	44	77	135	150	62	0	0	0	0	0	0	0	0	0	4
Rhodoluna	91	3723	6	0	0	11	0	0	0	0	0	0	0	0	7	11	7	12	47	0	0	0	0	0	0	0	0	0	0
CandidatusAquiluna	17	396	1	1	0	2	3	0	0	0	0	0	0	0	2	2	5	2	6	0	0	0	0	0	0	0	0	0	0
Aurantimicrobium	103	2366	4	0	0	132	1	0	0	0	0	0	0	0	159	183	130	31	26	0	0	0	0	0	0	0	0	0	0
Frondihabitans	103	2923	5	0	0	65	8	0	0	0	0	0	0	0	54	48	131	132	68	0	0	0	0	0	0	0	0	0	3
Protaetiibacter	82	1693	2	1	0	32	0	0	0	0	0	0	0	0	54	30	60	102	44	0	0	0	0	0	0	0	0	0	5
Microterricola	73	3946	9	0	0	60	9	0	0	0	0	0	0	0	32	64	70	98	664	0	0	0	0	0	0	0	0	0	198
Diaminobutyricimonas	72	2098	0	0	0	135	0	0	0	0	0	0	0	0	205	182	107	44	38	0	0	0	0	0	0	0	0	0	0
Humibacter	69	3319	1	0	0	16	2	0	0	0	0	0	0	0	3	11	20	34	19	0	0	0	0	0	0	0	0	0	4
Leucobacter	54	5375	52	0	1	64	9	0	0	0	0	0	0	0	42	42	70	159	444	0	0	0	0	0	0	0	0	0	5
Gryllotalpicola	50	2518	0	0	0	45	0	0	0	0	0	0	0	0	5	19	22	67	16	0	0	0	0	0	0	0	0	25	2
Lysinimonas	48	1429	0	0	0	7	0	0	0	0	0	0	0	0	3	15	12	105	23	0	0	0	0	0	0	0	0	0	1
Marisediminicola	40	1214	1	0	0	2	3	0	0	0	0	0	0	0	0	10	7	13	10	0	0	0	0	0	0	0	0	0	0
Mycetocola	32	1276	1	0	0	5	0	0	0	0	0	0	0	0	1	2	9	13	6	0	0	0	0	0	0	0	0	0	4
Cnuibacter	28	1045	1	0	0	13	0	0	0	0	0	0	0	0	10	25	24	20	7	0	0	0	0	0	0	0	0	0	3
Microcella	26	2298	1	0	0	41	0	0	0	0	0	0	0	0	18	35	36	130	9	0	0	0	0	0	0	0	0	0	1
Pontimonas	10	1641	4	0	0	3	0	0	0	0	0	0	0	0	8	39	15	7	27	0	0	0	0	0	0	0	0	0	0
Arthrobacter	1200	41548	25	0	1	487	95	0	0	0	0	0	0	0	284	432	707	773	435	0	0	0	0	0	0	1	0	0	50
Pseudarthrobacter	586	14128	6	0	0	153	34	0	0	0	0	0	0	0	111	130	203	265	95	0	0	0	0	0	0	0	0	0	11
Micrococcus	345	6494	8	0	0	152	47	0	0	0	0	0	0	0	58	98	179	315	606	0	0	0	0	0	0	0	0	0	9
Kocuria	319	24212	9	0	0	177	153	0	0	0	0	2	0	0	82	153	302	1720	200	0	0	0	0	0	0	0	0	0	10
Rothia	244	6198	46243	4	15	86	54385	0	0	0	1	0	0	1	45	92	207	397	892876	0	0	0	0	11	0	8	437	8550	656
Glutamicibacter	222	13324	3	0	0	443	30	0	0	0	0	0	0	0	518	589	418	250	145	0	0	0	0	0	0	0	0	1	10
Sinomonas	63	2114	8	0	0	23	5	0	0	0	0	0	0	0	15	19	30	67	17	0	0	0	0	0	0	0	0	0	4
Citricoccus	61	2861	2	0	0	47	21	0	0	0	0	0	0	0	24	48	79	127	53	0	0	0	0	0	0	0	0	0	5
Nesterenkonia	59	1323	0	1	0	19	2	0	0	0	0	1	0	0	26	23	54	28	18	0	0	0	0	0	0	0	0	0	0
Psychromicrobium	30	1611	0	0	0	34	7	0	0	0	0	0	0	0	18	15	30	70	23	0	0	0	0	0	0	0	0	0	2
Renibacterium	29	2449	1	0	0	1	4	0	0	0	0	0	0	0	3	3	8	8	35	0	0	0	0	0	0	0	0	0	0
Paenarthrobacter	24	44	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	7	26	0	0	0	0	0	0	0	0	0	1
Auritidibacter	23	664	1	0	1	4	2	0	0	0	0	0	0	0	3	3	7	1	2	0	0	0	0	0	0	0	0	0	12
Neomicrococcus	20	1652	4	0	0	35	3	0	0	0	0	0	0	0	11	35	48	1210	11	0	0	0	0	0	0	0	0	0	0
Zhihengliuella	18	956	0	0	0	0	1	0	0	0	0	0	0	0	4	17	33	72	4	0	0	0	0	0	0	0	0	0	1
Serinicoccus	375	9244	6	0	0	267	8	0	0	0	0	0	0	0	111	162	354	423	89	0	0	0	0	0	0	0	0	0	15
Ornithinimicrobium	261	16546	12	0	0	110	6	0	0	0	0	0	0	0	56	82	119	170	81	0	0	0	0	0	0	0	0	0	6
Janibacter	157	6343	4	0	0	106	4	0	0	0	0	0	0	0	42	69	116	199	64	0	0	0	0	0	0	0	0	0	4
Tetrasphaera	105	2171	1	0	0	19	7	0	0	0	0	0	0	0	2	13	17	34	89	0	0	0	0	0	0	0	0	0	5
Phycicoccus	59	2064	0	0	0	28	4	0	0	0	0	0	0	0	4	12	19	17	15	0	0	0	0	0	0	0	0	0	3
Intrasporangium	57	3222	1	0	0	19	0	0	0	0	0	0	0	0	13	4	21	34	28	0	0	0	0	0	0	0	0	0	4
Arsenicicoccus	22	3674	0	0	0	20	0	0	0	0	0	0	0	0	17	9	33	71	19	0	0	0	0	0	0	0	0	6	2
Brachybacterium	638	21012	11	0	0	203	14	0	0	0	0	0	0	1	171	152	382	342	241	0	0	0	0	1	0	0	0	1	9
Dermabacter	245	10785	8	0	0	87	11	0	0	0	0	0	0	0	27	32	74	145	46	0	0	0	0	0	0	0	0	0	4
Devriesea	43	1759	6	0	0	8	1	0	0	0	0	0	0	0	3	10	8	14	20	0	0	0	0	0	0	0	0	0	2
Cellulomonas	544	23439	20	1	9	228	24	0	0	0	0	1	0	4	136	184	330	295	366	0	0	1	0	3	0	0	0	1	14
Oerskovia	101	2695	1	0	0	9	2	0	0	0	0	0	0	0	7	16	13	13	26	0	0	0	0	0	0	0	0	0	2
Pseudactinotalea	79	3162	5	0	0	29	3	0	0	0	0	0	0	0	28	20	70	64	86	0	0	0	0	0	0	0	0	0	1
Paraoerskovia	46	2005	3	0	0	12	0	0	0	0	0	0	0	0	10	12	28	27	31	0	0	0	0	0	0	0	0	0	1
Isoptericola	140	5520	12	0	0	104	8	0	0	0	0	0	0	0	41	60	105	161	113	0	0	0	0	0	0	0	0	0	4
Cellulosimicrobium	125	5534	2	0	0	54	7	0	0	0	0	0	0	0	22	43	59	87	75	0	0	0	0	0	1	0	0	0	6
Xylanimonas	88	6256	12	0	0	55	8	0	0	0	0	0	0	0	25	49	88	84	217	0	0	0	0	0	0	0	0	0	2
Xylanimicrobium	57	2628	2	0	0	35	0	0	0	0	0	0	0	0	7	24	31	17	28	0	0	0	0	0	0	0	0	0	1
Brevibacterium	395	18920	150	198	96	146	32	0	0	1	0	3	0	25	106	253	326	302	1358	0	0	0	0	1	2	77	0	0	10
Georgenia	232	13604	15	0	0	88	27	0	0	0	0	0	0	0	53	78	110	130	266	0	0	0	0	0	0	0	0	0	12
Jonesia	160	2245	1	0	0	12	2	0	0	0	0	0	0	0	8	14	23	21	17	0	0	0	0	0	0	0	0	1	0
Luteipulveratus	77	3919	0	0	1	20	1	0	0	0	0	0	0	0	9	13	13	23	16	0	0	0	0	0	0	0	0	0	1
Kytococcus	34	3549	2	0	0	37	0	0	0	0	0	0	0	0	13	19	44	36	28	0	0	0	0	0	0	0	0	0	0
Dermacoccus	19	2213	1	0	0	15	44	0	0	0	0	0	0	0	9	6	11	24	20	0	0	0	0	0	0	0	0	0	0
Haloactinobacterium	65	6098	8	0	0	20	3	0	0	0	0	0	0	0	15	18	54	51	57	0	0	0	0	0	0	0	0	0	0
Ruania	64	4230	3	0	0	52	0	0	0	0	0	0	0	0	17	29	45	53	93	0	0	0	0	0	0	0	0	0	1
Beutenbergia	53	1980	3	0	0	31	2	0	0	0	0	0	0	0	13	6	20	37	49	0	0	0	0	0	0	0	0	0	2
Miniimonas	50	6536	1	0	0	43	9	0	0	0	0	0	0	0	22	34	87	52	85	0	0	0	0	0	0	0	0	1	0
Austwickia	59	4145	2	0	0	12	0	0	0	0	0	0	0	0	8	8	12	13	18	0	0	0	0	0	0	0	0	0	2
Dermatophilus	27	2644	4	0	0	8	0	0	0	0	0	0	0	0	8	14	9	9	6	0	0	0	0	0	0	0	0	0	8
Luteimicrobium	58	2336	2	1	58	21	3	0	0	0	0	1	0	1	10	9	34	24	46	0	0	0	0	0	0	0	0	0	3
Tropheryma	18	288	0	7	47	1	0	0	0	2	3	2	2	4	12	6	2	0	0	0	0	0	0	0	0	1	0	13	1
Sanguibacter	33	3744	3	0	0	35	5	0	0	0	0	0	0	0	64	37	128	20	45	0	0	0	0	0	0	0	0	0	4
Cutibacterium	1682	13404	71	1	0	87	2033	0	0	0	2	1	0	0	72	61	157	145	1071	0	0	0	0	24	2	3	2	3	5
Microlunatus	381	15223	5	0	0	97	7	0	0	1	0	0	0	0	69	121	220	169	115	0	0	0	0	0	0	0	0	5	9
Acidipropionibacterium	249	17960	12	0	0	98	7	0	0	0	0	0	0	0	102	116	233	185	343	0	0	0	0	0	0	0	0	0	5
Propionibacterium	168	24326	17	0	0	293	15	0	0	0	0	0	0	0	339	376	384	179	348	0	0	0	0	0	0	0	0	1	6
Tessaracoccus	168	65229	19	0	0	151	10	0	0	0	0	0	0	0	100	113	236	177	623	0	0	0	0	2	1	9	2	4	7
Auraticoccus	156	5244	0	0	0	23	0	0	0	0	0	0	0	0	18	34	30	43	30	0	0	0	0	0	0	0	0	0	6
Pseudopropionibacterium	81	48028	1140	0	0	57	17	0	0	0	0	0	0	0	17	47	48	101	37108	0	0	0	0	0	0	0	1	3	2
Raineyella	62	4115	1	0	0	18	4	0	0	0	0	0	0	0	11	14	45	27	35	0	0	0	0	0	0	0	0	0	1
Propionimicrobium	33	1044	0	0	0	29	1	0	0	0	0	0	0	0	20	20	23	37	14	0	0	0	0	0	0	0	0	0	1
Nocardioides	1350	41587	23	0	0	605	18	0	0	0	1	0	0	0	545	533	1040	876	429	0	0	0	0	1	0	0	0	0	27
Aeromicrobium	364	12038	8	0	2	343	10	0	0	0	0	0	0	0	341	353	447	308	174	0	0	0	0	0	0	0	0	0	9
Friedmanniella	213	6657	2	0	0	69	4	0	0	0	0	0	0	0	47	53	139	133	120	0	0	0	0	0	0	0	0	2	3
Kribbella	99	2889	3	0	0	38	1	0	0	0	0	0	0	0	46	60	72	80	17	0	0	0	0	0	0	0	0	0	5
Actinopolymorpha	89	1250	0	0	0	29	0	0	0	0	0	0	0	0	21	34	44	53	10	0	0	0	0	0	0	0	0	0	2
Pimelobacter	74	2436	0	0	1	60	1	0	0	0	0	0	0	0	21	27	47	89	19	0	0	0	0	0	0	0	0	0	1
Micropruina	60	5640	5	0	0	48	2	0	0	0	0	0	0	0	47	52	71	28	65	0	0	0	0	0	0	0	0	1	1
Marmoricola	37	878	2	0	0	201	0	0	0	0	0	0	0	0	232	293	342	63	10	0	0	0	0	0	0	0	0	0	2
Amycolatopsis	1093	26057	10	0	1	476	15	0	0	0	0	0	0	0	452	605	924	587	176	0	0	0	0	0	0	0	0	0	32
Pseudonocardia	652	14314	11	0	0	270	8	0	0	0	0	0	0	0	217	244	431	488	208	0	0	0	0	0	0	0	0	0	28
Saccharomonospora	400	13556	5	0	0	171	5	0	0	3	0	0	0	0	93	112	206	266	150	0	0	0	0	0	0	0	0	0	25
Actinoalloteichus	349	6864	3	0	5	96	1	0	0	0	0	0	0	0	89	95	178	139	62	0	0	0	0	0	0	0	0	0	10
Saccharothrix	346	5519	0	0	0	200	2	0	0	0	0	0	0	0	113	173	338	348	48	0	0	0	0	0	0	0	0	0	16
Actinosynnema	232	5596	2	0	0	118	1	0	0	0	0	0	0	0	41	59	95	207	97	0	0	0	0	0	0	0	0	0	14
Lentzea	198	4814	5	0	0	96	3	0	0	0	0	0	0	0	63	73	145	101	46	0	0	0	0	0	0	0	0	0	4
Kutzneria	184	2444	1	0	0	71	2	0	0	0	0	0	0	0	48	83	172	87	24	0	0	0	0	0	0	0	0	0	18
Kibdelosporangium	174	3986	0	0	1	67	5	0	0	0	0	0	0	0	49	48	87	83	14	0	0	0	0	0	0	0	0	0	7
Saccharopolyspora	166	6532	7	0	1	59	0	0	0	0	0	0	0	0	51	50	99	65	27	0	0	0	0	0	0	0	0	0	13
Alloactinosynnema	131	4332	1	0	0	16	0	0	0	0	0	0	0	0	20	19	68	23	35	0	0	0	0	0	0	0	0	0	10
Allokutzneria	97	3402	1	0	1	75	0	0	0	0	0	0	0	0	45	48	78	98	25	0	0	0	0	0	0	0	0	0	3
Prauserella	85	1133	9	0	0	11	2	0	0	0	0	0	0	0	10	20	36	24	24	0	0	0	0	0	0	0	0	0	2
Micromonospora	2090	43955	31	0	0	932	21	0	0	0	0	0	0	0	664	904	1665	1596	764	0	0	0	0	0	0	0	0	2	123
Actinoplanes	1301	27278	10	0	1	338	15	0	0	0	0	0	0	0	258	325	653	634	278	0	0	0	0	0	0	0	0	0	34
Plantactinospora	458	9311	2	0	3	54	1	0	0	0	0	0	0	1	43	65	102	93	32	0	0	0	0	0	1	0	0	0	17
Salinispora	132	1885	0	0	2	66	1	0	0	0	0	0	0	0	31	61	72	84	48	0	0	0	0	0	0	0	0	6	8
Verrucosispora	114	1784	0	0	0	46	0	0	0	0	0	0	0	0	24	24	135	66	46	0	0	0	0	0	0	0	0	0	3
Actinomyces	1393	253873	5042	18	34	708	8258	0	0	1	3	1	0	2	467	629	1470	1444	785832	0	0	0	0	1	0	19	757	176	232
Schaalia	177	55530	21201	2	1	200	12385	0	0	0	0	0	0	2	114	162	702	526	194705	0	0	0	0	1	0	0	1	22	141
Trueperella	106	11730	7	0	3	197	2	0	0	0	0	0	0	1	91	166	288	340	160	0	0	1	0	0	0	0	0	0	0
Flaviflexus	89	6023	6	1	0	45	14	0	0	0	0	0	0	0	23	27	53	50	55	0	0	0	0	0	0	0	0	0	1
Arcanobacterium	71	6303	6	1	7	15	0	0	0	0	0	0	0	0	11	17	19	19	33	0	1	0	0	1	0	0	0	0	1
Mobiluncus	43	3145	3	84	2	43	1	4	0	0	0	0	1	0	1	3	9	19	23	0	0	1	0	23	18	86	0	0	0
Actinobaculum	11	2037	2	0	0	39	3	0	0	0	0	0	0	0	15	25	43	41	32	0	0	0	0	0	0	0	0	0	1
Actinotignum	6	2325	0	0	2	28	1	0	0	0	0	0	0	0	13	26	39	68	22	0	0	0	0	0	0	0	0	7	2
Nonomuraea	384	13168	3	0	7	199	6	0	0	0	0	0	0	0	173	196	251	303	114	0	0	0	0	0	0	0	0	0	43
Streptosporangium	350	9068	1	0	0	155	5	0	0	0	0	0	0	0	90	124	241	175	55	0	0	0	0	0	0	0	0	0	10
Nocardiopsis	413	11431	4	0	2	130	2	0	0	0	0	0	0	1	130	143	251	206	91	0	0	0	0	0	0	0	0	2	24
Streptomonospora	109	2895	4	0	0	31	0	0	0	0	0	0	0	0	29	44	49	73	33	0	0	0	0	0	0	0	0	0	8
Thermobifida	60	3339	0	0	0	6	1	0	0	1	0	0	0	0	12	8	11	8	19	0	0	0	0	0	0	0	0	0	5
Actinomadura	445	12006	2	0	0	214	0	0	0	0	0	0	0	0	142	188	346	283	58	0	0	0	0	0	0	0	0	0	12
Thermomonospora	103	7139	3	0	0	26	1	0	0	0	0	0	0	0	23	18	58	137	19	0	0	0	0	0	0	0	0	0	2
Bifidobacterium	973	32023	40	487	920	4833	27	35	6	2079	627	224	2446	73	3614	5692	5000	17415	1213	13	4	18	73	4	0	5	0	5	41
Gardnerella	164	2049	2	0	0	215	3	0	0	0	0	0	3	0	348	320	242	80	31	0	0	0	0	0	0	0	0	2	2
Scardovia	72	693	0	0	0	43	0	0	0	0	0	0	0	0	33	33	75	18	5	0	0	0	0	0	0	0	0	0	0
Parascardovia	9	1014	1	0	0	23	2	0	0	0	0	0	0	0	23	28	42	57	73	0	0	0	0	0	0	0	0	0	0
Frankia	812	12965	11	3	4	316	5	0	0	0	0	0	0	0	197	254	525	457	228	0	1	0	0	1	0	0	0	1	44
Jatrophihabitans	76	1220	0	0	0	4	4	0	0	0	0	0	0	0	10	13	16	8	14	0	0	0	0	0	0	0	0	0	2
Catenulispora	374	6312	4	0	0	159	3	0	0	0	0	0	0	0	153	151	141	77	788	0	0	0	0	0	0	0	0	0	163
CandidatusPlanktophila	221	2967	16	0	2	81	4	0	0	0	0	0	0	0	45	55	87	66	189	0	0	0	0	0	0	0	0	0	4
CandidatusNanopelagicus	130	1168	1	0	0	4	1	0	0	0	0	0	0	0	18	408	3	10	1	0	0	0	0	0	0	0	0	0	1
Blastococcus	177	2363	0	0	0	28	0	0	0	0	0	0	0	0	15	26	40	160	20	0	0	0	0	0	0	0	0	0	4
Geodermatophilus	96	5444	1	0	0	47	1	0	0	0	0	0	0	0	53	47	77	56	17	0	0	0	0	0	0	0	0	0	3
Modestobacter	70	2886	2	0	0	33	7	0	0	0	0	0	0	0	24	20	105	32	130	0	0	0	0	0	0	0	0	0	70
Jiangella	294	9550	2	0	0	182	4	0	0	0	0	0	0	0	97	101	218	281	130	0	0	0	0	0	0	0	0	0	5
Nakamurella	239	6969	2	13	36	106	0	7	0	0	0	0	0	0	105	90	198	113	60	0	0	0	0	0	0	9	0	1	4
Stackebrandtia	105	2697	0	0	0	38	10	0	0	0	0	0	0	0	22	49	125	135	63	0	0	0	0	0	0	0	0	0	3
Kineococcus	104	3235	2	0	0	44	0	0	0	0	0	0	0	0	28	50	66	78	44	0	0	0	0	0	0	0	0	0	9
Actinopolyspora	77	1147	1	0	0	7	0	0	0	0	0	0	0	0	9	11	19	24	5	0	0	0	0	0	0	0	0	0	2
Thermobispora	49	2172	1	0	0	22	4	0	0	0	0	0	1	0	23	34	53	31	44	0	0	0	0	0	0	0	0	0	2
Acidothermus	31	254	1	0	0	8	0	0	0	0	0	0	0	0	8	17	23	14	1	0	0	0	0	0	0	0	0	1	1
Epidermidibacterium	16	1697	1	0	0	40	2	0	0	0	0	0	0	0	24	24	79	54	16	0	0	0	0	0	0	2	0	0	0
Arabia	123	217	0	0	0	323	0	0	0	0	0	0	0	0	150	217	415	903	5	0	0	0	0	1	0	0	0	0	0
Gordonibacter	112	3451	3	171	452	3936	5	2	2	163	137	148	83	29	2441	2862	5363	15458	39	2	0	3	2	120	14	136	0	0	3
Eggerthella	111	1827	7	208	691	7456	0	12	10	0	0	1	0	77	4566	6577	9669	35431	33	4	5	8	29	234	25	336	0	0	1
Adlercreutzia	77	2290	0	187	530	7352	3	4	5	26	28	22	10	85	4286	6659	14926	30500	9	3	3	8	22	285	38	608	0	0	1
Slackia	74	2163	0	3	2	317	0	0	0	52	45	26	27	0	205	272	630	460	18	0	0	0	0	1	0	7	0	1	1
Denitrobacterium	40	1112	0	0	1	90	1	0	0	24	13	10	2	0	123	75	239	153	4	0	0	0	0	1	0	0	0	0	0
Cryptobacterium	19	1910	0	0	0	16	1	0	0	0	0	0	0	0	29	28	43	11	1	0	0	0	0	0	0	0	0	0	0
Phoenicibacter	16	34	0	3	7	50	0	2	0	0	1	1	0	0	13	18	15	117	0	0	0	1	0	5	1	38	0	1	2
Olsenella	127	5463	1	53	373	831	7	20	1	204	114	59	75	149	517	590	1161	1343	183	17	14	11	11	93	11	24	5	20	8
Atopobium	58	752	156	0	3	32	257	0	0	0	0	0	1	1	23	14	42	113	1142	0	0	0	0	1	0	0	12	563	9
Parolsenella	52	414	0	0	0	187	0	0	0	11	11	8	7	0	87	146	356	334	13	0	0	0	0	0	0	0	0	0	0
Libanicoccus	31	877	0	0	2	288	0	0	0	2	2	2	1	1	134	175	403	333	4	0	0	0	0	0	0	0	0	0	0
Coriobacterium	54	286	1	0	1	83	2	0	0	195	207	72	49	0	43	48	84	172	24	0	0	0	0	0	0	0	0	0	0
Collinsella	45	2627	2	1	0	644	0	0	0	8196	4055	5150	6169	0	451	750	1067	3830	94	2	1	0	0	13	0	0	0	0	0
Rubrobacter	303	3416	0	0	2	158	1	0	0	3	2	4	2	0	80	85	211	206	19	0	0	0	0	1	1	0	0	7	6
Baekduia	89	3064	0	0	0	62	1	0	0	0	0	0	0	0	43	62	184	54	31	0	0	0	0	0	0	0	0	0	2
Egibacter	124	1683	2	0	0	57	0	0	0	0	0	0	0	0	27	34	65	85	19	0	0	0	0	0	0	0	0	3	5
Euzebya	102	3115	0	0	6	37	0	0	0	1	0	0	0	0	42	57	134	73	10	0	0	0	0	7	2	2	0	7	2
Egicoccus	46	1391	0	1	3	31	5	0	0	0	0	0	0	0	25	35	71	52	8	0	0	0	0	0	0	0	0	0	2
Ilumatobacter	49	1654	0	1	1	40	0	0	0	0	1	0	0	0	9	31	38	50	3	0	0	0	0	0	0	0	0	0	3
Acidimicrobium	43	1732	0	0	1	1	0	0	0	0	0	0	0	0	6	3	11	4	2	0	0	0	0	0	0	0	0	0	0
Conexibacter	92	2449	0	1	8	69	0	0	0	0	0	0	1	0	27	32	39	104	13	0	0	0	0	0	0	0	0	0	0
Nostoc	4144	0	16	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	293	0	0	0	0	0	0	0	0	0	924
Anabaena	477	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	6
Cylindrospermum	228	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	3
Trichormus	198	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	3
Calothrix	2698	0	6	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	130	0	0	1	0	0	0	0	0	1	82
Sphaerospermopsis	270	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	17
Nodularia	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3
Dolichospermum	207	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	8
Anabaenopsis	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	1
Raphidiopsis	72	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	3
